Entity,Year,barley_attainable,cassava_attainable,cotton_attainable,groundnut_attainable,maize_attainable,millet_attainable,oilpalm_attainable,potato_attainable,rapeseed_attainable,rice_attainable,rye_attainable,sorghum_attainable,soybean_attainable,sugarbeet_attainable,sugarcane_attainable,sunflower_attainable,wheat_attainable,wheat_yield_gap,barley_yield_gap,rye_yield_gap,millet_yield_gap,sorghum_yield_gap,maize_yield_gap,cassava_yield_gap,soybeans_yield_gap,rapeseed_yield_gap,sugarbeet_yield_gap,sugarcane_yield_gap,potato_yield_gap,oilpalm_yield_gap,groundnut_yield_gap,rice_yield_gap,sunflower_yield_gap,cotton_yield_gap
Argentina,1968,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,3.71,2.5,4.550000000000001,0.8899999999999999,3.79,5.130000000000001,10.55,1.4999999999999998,2.01,,52.22,22.360000000000003,,2.99,3.68,0.91,1.7800000000000002
Argentina,1969,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,3.3400000000000003,2.28,4.44,0.99,3.6000000000000005,5.140000000000001,9.71,1.46,2.04,,48.809999999999995,20.660000000000004,,3.08,3.74,1.13,1.7000000000000002
Argentina,1970,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,3.3600000000000003,2.5,4.65,1.03,3.4700000000000006,4.74,10.32,1.5599999999999998,1.99,,52.97,19.880000000000003,,2.8600000000000003,3.689999999999999,1.02,1.59
Argentina,1971,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,3.4200000000000004,2.37,4.5600000000000005,0.77,3.3800000000000003,4.630000000000001,10.07,0.9699999999999998,2.0200000000000005,,54.989999999999995,21.230000000000004,,2.72,3.95,1.1700000000000002,1.82
Argentina,1972,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,3.1000000000000005,2.07,4.23,1.0699999999999998,3.83,5.21,11.53,1.44,2.0200000000000005,,50.52,23.090000000000003,,3.1100000000000003,4.14,1.11,1.87
Argentina,1973,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,3.03,2.07,4.220000000000001,0.8400000000000001,3.1300000000000003,4.35,12.81,0.8599999999999999,2.0,,41.45,19.1,,2.8100000000000005,4.279999999999999,1.1700000000000002,1.67
Argentina,1974,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,3.28,2.36,4.33,0.8799999999999999,2.91,4.23,8.82,1.11,2.0500000000000003,,48.09,15.040000000000004,,3.1300000000000003,3.86,1.0500000000000005,1.7200000000000002
Argentina,1975,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,3.0600000000000005,2.34,4.24,0.95,2.9400000000000004,4.5600000000000005,6.57,1.2299999999999998,2.01,,50.309999999999995,20.020000000000003,,2.92,3.89,1.14,1.53
Argentina,1976,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,2.99,1.9299999999999995,4.180000000000001,0.71,2.68,4.95,11.38,0.9899999999999998,2.0500000000000003,,56.059999999999995,18.040000000000003,,2.88,4.14,1.0100000000000002,1.52
Argentina,1977,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,3.33,2.3899999999999997,4.44,0.6499999999999999,2.6700000000000004,3.790000000000001,13.04,0.4699999999999997,2.01,,57.809999999999995,16.310000000000002,,2.3400000000000003,4.15,1.14,1.59
Argentina,1978,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,2.95,1.97,4.34,0.6299999999999999,2.26,3.4200000000000004,13.12,0.4199999999999999,2.01,,63.87,18.4,,3.1,4.42,1.07,1.4200000000000002
Argentina,1979,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,3.0000000000000004,2.15,4.25,0.6799999999999999,2.43,3.96,13.04,0.2799999999999998,1.7300000000000002,,62.01,16.730000000000004,,2.26,4.63,0.95,1.7400000000000002
Argentina,1980,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,3.1300000000000003,2.2699999999999996,4.41,0.95,3.0900000000000003,4.5,11.95,0.8699999999999999,1.95,,48.76,18.260000000000005,,2.92,4.4399999999999995,0.98,1.7400000000000002
Argentina,1981,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,3.2900000000000005,2.38,4.23,0.71,1.8000000000000005,3.2700000000000005,12.4,0.5800000000000001,1.96,,55.05,12.94,,2.74,4.18,0.8900000000000001,1.66
Argentina,1982,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,2.640000000000001,1.7499999999999998,4.300000000000001,0.81,2.2100000000000004,4.040000000000001,12.51,0.5,1.7200000000000002,,54.74999999999999,14.420000000000002,,2.33,3.83,0.6900000000000002,1.37
Argentina,1983,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,2.8500000000000005,1.81,4.34,0.8699999999999999,2.1900000000000004,4.040000000000001,12.9,0.8399999999999999,1.7200000000000002,,55.42999999999999,13.770000000000003,,2.0900000000000003,4.02,0.6100000000000001,1.51
Argentina,1984,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,2.3800000000000003,1.44,4.17,0.78,2.49,3.93,12.67,0.1799999999999997,1.7200000000000002,,54.91,13.640000000000004,,1.6700000000000004,3.939999999999999,0.76,1.3
Argentina,1985,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,3.0700000000000003,1.97,4.11,0.72,2.24,3.51,12.45,0.5999999999999999,1.7200000000000002,,54.48,11.090000000000003,,1.62,4.0,0.4300000000000001,1.4
Argentina,1986,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,2.91,1.6999999999999995,4.220000000000001,0.8400000000000001,2.2700000000000005,3.3200000000000003,9.58,0.4499999999999997,1.7200000000000002,,54.69,13.360000000000005,,1.7800000000000002,3.8,0.52,1.49
Argentina,1987,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,2.8100000000000005,1.38,4.23,0.74,2.3300000000000005,3.88,11.43,0.69,1.7200000000000002,,53.629999999999995,12.200000000000005,,1.87,3.76,0.6000000000000001,1.4200000000000002
Argentina,1988,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,2.8600000000000003,1.17,4.4,0.6099999999999999,2.0500000000000003,3.3000000000000003,11.59,0.33,1.7200000000000002,,56.54,6.530000000000001,,1.9400000000000004,3.5,0.4400000000000001,0.8700000000000001
Argentina,1989,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,2.8000000000000007,1.2799999999999998,4.37,0.8200000000000001,3.0600000000000005,4.16,11.59,0.94,1.2300000000000002,,43.77,11.010000000000002,,2.2,3.01,0.4300000000000001,1.36
Argentina,1990,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,2.8000000000000007,1.34,4.34,0.6599999999999999,2.5900000000000003,3.61,11.59,0.4299999999999997,1.5900000000000003,,42.11,11.930000000000003,,2.5600000000000005,4.01,0.4200000000000001,0.91
Argentina,1991,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,2.7900000000000005,1.0699999999999998,4.24,0.47,2.0700000000000003,3.03,11.59,0.31,1.64,,41.23,11.630000000000004,,2.2300000000000004,3.649999999999999,0.1200000000000001,1.13
Argentina,1992,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,2.51,0.98,4.44,0.3699999999999999,1.7800000000000002,2.5500000000000007,11.59,0.2999999999999998,1.36,,37.53999999999999,12.300000000000004,,2.5200000000000005,2.47,0.4600000000000002,1.37
Argentina,1993,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,2.3600000000000003,1.2199999999999998,4.29,0.32,1.4500000000000002,2.71,11.59,0.4299999999999997,1.1800000000000002,,40.44,11.170000000000002,,1.85,3.3199999999999994,0.4300000000000001,1.1700000000000002
Argentina,1994,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,2.6700000000000004,1.2199999999999998,4.19,0.51,1.8900000000000008,2.83,11.59,0.5499999999999998,1.2000000000000002,,39.91,9.180000000000003,,2.41,3.38,0.0,1.14
Argentina,1995,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,2.5200000000000005,1.7599999999999998,4.36,0.6199999999999999,1.9400000000000004,2.5500000000000007,11.59,0.5499999999999998,1.37,,43.51,4.770000000000003,,2.4400000000000004,2.6499999999999995,0.0,0.9500000000000002
Argentina,1996,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,2.7600000000000007,1.38,4.300000000000001,0.93,1.5200000000000005,3.03,11.59,0.48,1.7100000000000002,,44.19,9.310000000000002,,2.03,2.58,0.1500000000000001,1.2100000000000002
Argentina,1997,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,2.45,0.6599999999999997,4.17,0.95,1.7200000000000002,2.5100000000000007,11.59,0.8699999999999999,1.7200000000000002,,38.45,5.350000000000001,,3.03,2.3099999999999996,0.06,1.4400000000000002
Argentina,1998,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,2.0800000000000005,0.9899999999999998,4.0600000000000005,0.72,0.5900000000000007,0.9900000000000002,11.59,0.0,1.2900000000000005,,40.05,2.830000000000002,,2.33,2.8999999999999995,0.1900000000000001,1.48
Argentina,1999,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,2.390000000000001,1.2599999999999998,3.88,0.56,1.0200000000000005,1.7000000000000002,11.59,0.1399999999999996,1.7200000000000002,,42.79,8.310000000000002,,2.9400000000000004,1.9499999999999993,0.1200000000000001,1.63
Argentina,2000,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,2.2,0.6099999999999999,3.7,0.47,0.75,1.6400000000000006,11.59,0.2599999999999998,1.11,,37.81,4.440000000000001,,2.0600000000000005,2.8999999999999995,0.1200000000000001,1.34
Argentina,2001,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,2.2,1.38,3.8,0.2099999999999999,0.6600000000000001,1.6100000000000003,11.59,0.0099999999999997,0.9600000000000002,,39.41,3.820000000000004,,2.4000000000000004,1.9299999999999995,0.2000000000000001,1.29
Argentina,2002,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,2.45,1.34,3.75,0.07,0.1300000000000007,0.9900000000000002,11.59,0.0,1.64,,38.03999999999999,7.070000000000004,,2.3400000000000003,1.96,0.0,1.28
Argentina,2003,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,2.6500000000000004,0.52,4.2,0.1399999999999999,0.3700000000000001,0.5899999999999999,11.59,0.0,1.36,,28.769999999999996,4.270000000000003,,2.5600000000000005,2.2799999999999994,0.27,1.2200000000000002
Argentina,2004,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,2.1500000000000004,0.2799999999999998,3.6800000000000006,0.3999999999999999,0.8500000000000005,0.6800000000000006,11.59,0.3799999999999999,1.4400000000000002,,29.379999999999995,3.330000000000002,,2.22,1.41,0.1500000000000001,1.2100000000000002
Argentina,2005,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,2.0500000000000003,0.5399999999999996,4.0,0.24,0.2099999999999999,0.0,11.59,0.0,1.15,,17.799999999999997,3.8100000000000023,,1.8600000000000003,1.66,0.0,1.4
Argentina,2006,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,2.1600000000000006,0.0,3.96,0.3899999999999999,0.7200000000000006,1.17,11.59,0.0,1.2400000000000002,,19.549999999999997,3.620000000000005,,1.85,0.6200000000000001,0.1400000000000001,1.23
Argentina,2007,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,2.0700000000000003,0.0,3.16,0.56,0.7000000000000002,0.0,11.59,0.0,1.4700000000000002,,28.64,3.520000000000003,,1.1800000000000002,1.12,0.3800000000000001,1.2100000000000002
Argentina,2008,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,1.8600000000000003,0.5799999999999996,4.140000000000001,0.56,0.6500000000000004,0.6200000000000001,11.59,0.0,1.11,,28.629999999999995,4.260000000000002,,1.2200000000000002,0.8499999999999996,0.06,0.9700000000000002
Argentina,2009,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,2.7300000000000004,0.8299999999999996,4.2,0.26,1.5200000000000005,1.4900000000000002,11.42,0.7399999999999998,1.16,,25.379999999999995,2.8700000000000045,,1.62,0.7999999999999998,0.51,1.26
Argentina,2010,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,1.9800000000000004,0.0,3.3100000000000005,0.6099999999999999,0.5800000000000001,0.0,11.49,0.0,0.8400000000000003,,34.91,2.580000000000002,,1.1800000000000002,1.92,0.3800000000000001,0.8900000000000001
Argentina,2011,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,1.1800000000000006,0.0,3.3100000000000005,0.28,1.0,0.7200000000000006,11.59,0.0,1.0000000000000002,,38.629999999999995,2.3400000000000034,,1.3200000000000005,0.8899999999999997,0.0,0.9400000000000002
Argentina,2012,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,1.4700000000000002,0.4899999999999997,3.4000000000000004,0.2199999999999999,0.75,1.34,11.59,0.31,1.2500000000000002,,48.61,1.8000000000000045,,1.7400000000000002,1.0199999999999996,0.04,1.26
Argentina,2013,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,2.03,0.0,3.5200000000000005,0.1499999999999999,1.3100000000000005,0.4700000000000006,11.64,0.0499999999999998,1.11,,39.47,1.4600000000000044,,1.4300000000000002,0.96,0.0,1.08
Argentina,2014,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,2.03,0.27,3.5500000000000003,0.79,1.0,0.2300000000000004,11.62,0.0,0.8000000000000003,,46.41,1.140000000000004,,1.12,1.1799999999999995,0.2300000000000002,0.6100000000000001
Argentina,2015,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,1.8800000000000003,0.27,3.24,0.0,0.7000000000000002,0.0,11.57,0.0,0.8000000000000003,,57.099999999999994,0.8500000000000014,,1.5900000000000003,0.9799999999999996,0.0,0.8500000000000001
Argentina,2016,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,1.8300000000000003,0.0,3.390000000000001,0.4299999999999999,0.9000000000000004,0.0,11.58,0.0,0.8200000000000003,,58.12,0.0,,1.04,0.92,0.0,0.81
Argentina,2017,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,1.3900000000000006,0.0,3.2200000000000006,0.06,0.7400000000000002,0.0,11.58,0.0,0.7200000000000002,,55.23,0.1500000000000056,,0.8800000000000003,1.17,0.0,0.1699999999999999
Argentina,2018,3.53,21.59,2.6,3.97,7.07,1.98,19.16,32.2,2.72,7.68,5.15,5.4,2.59,62.97,103.52,1.87,4.69,1.5100000000000002,0.0,3.24,0.73,1.8300000000000003,0.9800000000000004,11.58,0.27,0.7700000000000002,,58.849999999999994,0.0,,1.89,0.7799999999999994,0.0,0.0500000000000002
Armenia,1992,3.44,0.0,3.11,0.0,9.99,1.98,0.0,34.73,0.0,9.37,3.2,4.14,3.1,60.21,0.0,2.38,4.24,2.08,1.81,2.29,,,6.76,,,,44.21,,23.59999999999999,,,,,3.11
Armenia,1993,3.44,0.0,3.11,0.0,9.99,1.98,0.0,34.73,0.0,9.37,3.2,4.14,3.1,60.21,0.0,2.38,4.24,2.01,2.41,2.74,,,6.76,,,,44.21,,21.29,,,,,3.11
Armenia,1994,3.44,0.0,3.11,0.0,9.99,1.98,0.0,34.73,0.0,9.37,3.2,4.14,3.1,60.21,0.0,2.38,4.24,2.46,2.45,1.7000000000000002,,,6.720000000000001,,,,44.21,,21.61,,,,,3.11
Armenia,1995,3.44,0.0,3.11,0.0,9.99,1.98,0.0,34.73,0.0,9.37,3.2,4.14,3.1,60.21,0.0,2.38,4.24,1.6900000000000004,2.16,1.2000000000000002,,,8.16,,,,44.21,,21.61,,,,,3.11
Armenia,1996,3.44,0.0,3.11,0.0,9.99,1.98,0.0,34.73,0.0,9.37,3.2,4.14,3.1,60.21,0.0,2.38,4.24,1.8800000000000003,2.08,1.2000000000000002,,,7.77,,,,44.21,,21.769999999999996,,,,,3.11
Armenia,1997,3.44,0.0,3.11,0.0,9.99,1.98,0.0,34.73,0.0,9.37,3.2,4.14,3.1,60.21,0.0,2.38,4.24,2.54,2.6399999999999997,1.2700000000000002,,,5.44,,,,44.21,,23.79,,,,,3.11
Armenia,1998,3.44,0.0,3.11,0.0,9.99,1.98,0.0,34.73,0.0,9.37,3.2,4.14,3.1,60.21,0.0,2.38,4.24,2.1700000000000004,2.27,1.2000000000000002,,,7.380000000000001,,,,44.21,,21.29,,,,,3.11
Armenia,1999,3.44,0.0,3.11,0.0,9.99,1.98,0.0,34.73,0.0,9.37,3.2,4.14,3.1,60.21,0.0,2.38,4.24,2.29,2.15,2.24,,,5.96,,,,44.21,,21.669999999999995,,,,,3.11
Armenia,2000,3.44,0.0,3.11,0.0,9.99,1.98,0.0,34.73,0.0,9.37,3.2,4.14,3.1,60.21,0.0,2.38,4.24,2.5700000000000003,2.74,2.24,,,7.67,,,,44.21,,25.999999999999996,,,,,3.11
Armenia,2001,3.44,0.0,3.11,0.0,9.99,1.98,0.0,34.73,0.0,9.37,3.2,4.14,3.1,60.21,0.0,2.38,4.24,2.01,2.09,2.04,,,6.2,,,,44.21,,23.269999999999996,,,,,3.11
Armenia,2002,3.44,0.0,3.11,0.0,9.99,1.98,0.0,34.73,0.0,9.37,3.2,4.14,3.1,60.21,0.0,2.38,4.24,1.85,1.67,1.2100000000000002,,,6.25,,,,45.19,,22.449999999999996,,,,,3.11
Armenia,2003,3.44,0.0,3.11,0.0,9.99,1.98,0.0,34.73,0.0,9.37,3.2,4.14,3.1,60.21,0.0,2.38,4.24,2.5200000000000005,2.31,2.1100000000000003,,,5.38,,,,41.46,,19.01,,,,,3.11
Armenia,2004,3.44,0.0,3.11,0.0,9.99,1.98,0.0,34.73,0.0,9.37,3.2,4.14,3.1,60.21,0.0,2.38,4.24,1.9000000000000004,1.41,2.2300000000000004,,,3.810000000000001,,,,45.21,,18.58,,,,,3.11
Armenia,2005,3.44,0.0,3.11,0.0,9.99,1.98,0.0,34.73,0.0,9.37,3.2,4.14,3.1,60.21,0.0,2.38,4.24,2.2100000000000004,1.75,1.2200000000000002,,,5.5200000000000005,,,,45.66,,18.28,,,,,3.11
Armenia,2006,3.44,0.0,3.11,0.0,9.99,1.98,0.0,34.73,0.0,9.37,3.2,4.14,3.1,60.21,0.0,2.38,4.24,2.78,2.44,1.7200000000000002,,,6.66,,,,45.21,,18.389999999999997,,,,,3.11
Armenia,2007,3.44,0.0,3.11,0.0,9.99,1.98,0.0,34.73,0.0,9.37,3.2,4.14,3.1,60.21,0.0,2.38,4.24,1.66,0.9499999999999996,0.6400000000000001,,,4.66,,,,45.21,,16.259999999999998,,,,,3.11
Armenia,2008,3.44,0.0,3.11,0.0,9.99,1.98,0.0,34.73,0.0,9.37,3.2,4.14,3.1,60.21,0.0,2.38,4.24,1.81,1.19,0.4500000000000002,,,4.65,,,,45.21,,15.819999999999997,,,,,3.11
Armenia,2009,3.44,0.0,3.11,0.0,9.99,1.98,0.0,34.73,0.0,9.37,3.2,4.14,3.1,60.21,0.0,2.38,4.24,2.0,1.2599999999999998,0.6700000000000004,,,4.21,,,,43.54,,16.179999999999996,,,,,3.11
Armenia,2010,3.44,0.0,3.11,0.0,9.99,1.98,0.0,34.73,0.0,9.37,3.2,4.14,3.1,60.21,0.0,2.38,4.24,2.12,1.49,0.9900000000000002,,,5.32,,,,44.92,,17.719999999999995,,,,,3.11
Armenia,2011,3.44,0.0,3.11,0.0,9.99,1.98,0.0,34.73,0.0,9.37,3.2,4.14,3.1,60.21,0.0,2.38,4.24,1.3600000000000003,0.81,0.9700000000000002,,,4.5600000000000005,,,,44.52,,15.289999999999996,,,,,3.11
Armenia,2012,3.44,0.0,3.11,0.0,9.99,1.98,0.0,34.73,0.0,9.37,3.2,4.14,3.1,60.21,0.0,2.38,4.24,1.64,0.8300000000000001,0.4200000000000004,,,3.770000000000001,,,,45.21,,14.009999999999998,,,,,3.11
Armenia,2013,3.44,0.0,3.11,0.0,9.99,1.98,0.0,34.73,0.0,9.37,3.2,4.14,3.1,60.21,0.0,2.38,4.24,1.1100000000000003,0.5099999999999998,0.33,,,3.28,,,,45.07,,13.199999999999996,,,,,3.11
Armenia,2014,3.44,0.0,3.11,0.0,9.99,1.98,0.0,34.73,0.0,9.37,3.2,4.14,3.1,60.21,0.0,2.38,4.24,1.0100000000000002,0.4399999999999999,0.0100000000000002,,,2.91,,,,45.21,,11.559999999999995,,,,,3.11
Armenia,2015,3.44,0.0,3.11,0.0,9.99,1.98,0.0,34.73,0.0,9.37,3.2,4.14,3.1,60.21,0.0,2.38,4.24,0.9000000000000004,0.6999999999999997,0.1400000000000001,,,3.1100000000000003,,,,44.97,,12.849999999999998,,,,,3.11
Armenia,2016,3.44,0.0,3.11,0.0,9.99,1.98,0.0,34.73,0.0,9.37,3.2,4.14,3.1,60.21,0.0,2.38,4.24,1.0,0.6800000000000002,0.3000000000000002,,,3.6000000000000005,,,,44.94,,13.699999999999996,,,,,3.11
Armenia,2017,3.44,0.0,3.11,0.0,9.99,1.98,0.0,34.73,0.0,9.37,3.2,4.14,3.1,60.21,0.0,2.38,4.24,2.06,1.83,1.94,,,5.09,,,,44.91,,13.099999999999998,,,,,3.11
Armenia,2018,3.44,0.0,3.11,0.0,9.99,1.98,0.0,34.73,0.0,9.37,3.2,4.14,3.1,60.21,0.0,2.38,4.24,1.4200000000000004,1.06,1.2600000000000002,,,4.48,,,,44.94,,15.919999999999998,,,,,3.11
Australia,1961,2.62,0.0,4.48,2.78,7.2,2.0,0.0,32.23,2.11,9.38,5.29,5.89,2.63,0.0,101.26,1.67,3.79,2.66,1.64,4.86,0.99,4.31,5.08,,1.96,,,39.09,19.9,,1.4399999999999995,3.4800000000000004,0.94,4.010000000000001
Australia,1962,2.62,0.0,4.48,2.78,7.2,2.0,0.0,32.23,2.11,9.38,5.29,5.89,2.63,0.0,101.26,1.67,3.79,2.54,1.53,4.88,0.8999999999999999,4.1499999999999995,5.02,,1.86,,,21.63000000000001,18.249999999999996,,1.6699999999999997,2.540000000000001,1.0,3.9700000000000006
Australia,1963,2.62,0.0,4.48,2.78,7.2,2.0,0.0,32.23,2.11,9.38,5.29,5.89,2.63,0.0,101.26,1.67,3.79,2.45,1.41,4.88,0.8500000000000001,4.13,4.970000000000001,,2.03,,,28.40000000000001,17.519999999999996,,1.6599999999999997,3.080000000000001,0.99,4.16
Australia,1964,2.62,0.0,4.48,2.78,7.2,2.0,0.0,32.23,2.11,9.38,5.29,5.89,2.63,0.0,101.26,1.67,3.79,2.41,1.28,4.8100000000000005,1.04,4.4399999999999995,5.24,,2.1799999999999997,,,20.820000000000007,18.389999999999997,,1.4899999999999998,3.3100000000000005,1.08,4.04
Australia,1965,2.62,0.0,4.48,2.78,7.2,2.0,0.0,32.23,2.11,9.38,5.29,5.89,2.63,0.0,101.26,1.67,3.79,2.79,1.6,4.88,0.8899999999999999,4.5,5.17,,2.02,,,30.63000000000001,17.72,,2.21,3.040000000000001,1.0299999999999998,2.7900000000000005
Australia,1966,2.62,0.0,4.48,2.78,7.2,2.0,0.0,32.23,2.11,9.38,5.29,5.89,2.63,0.0,101.26,1.67,3.79,2.28,1.2400000000000002,4.85,1.14,4.779999999999999,5.63,,2.24,,,26.05000000000001,15.569999999999997,,1.59,2.200000000000001,1.02,2.1000000000000005
Australia,1967,2.62,0.0,4.48,2.78,7.2,2.0,0.0,32.23,2.11,9.38,5.29,5.89,2.63,0.0,101.26,1.67,3.79,2.96,1.83,4.99,0.78,4.319999999999999,4.87,,1.97,,,25.200000000000003,15.979999999999997,,1.2899999999999998,1.9700000000000009,1.18,2.3200000000000003
Australia,1968,2.62,0.0,4.48,2.78,7.2,2.0,0.0,32.23,2.11,9.38,5.29,5.89,2.63,0.0,101.26,1.67,3.79,2.42,1.39,4.78,0.98,4.35,4.970000000000001,,2.08,1.75,,19.940000000000012,16.589999999999996,,1.5499999999999998,1.9600000000000009,1.14,1.7100000000000004
Australia,1969,2.62,0.0,4.48,2.78,7.2,2.0,0.0,32.23,2.11,9.38,5.29,5.89,2.63,0.0,101.26,1.67,3.79,2.6799999999999997,1.5,4.96,1.33,4.49,4.96,,1.7999999999999998,1.19,,27.08,14.559999999999995,,2.25,1.4600000000000009,1.21,1.7400000000000002
