Entity,Year,school_closures,workplace_closures,cancel_public_events,close_public_transport,public_information_campaigns,restrictions_internal_movements,international_travel_controls,fiscal_measures,emergency_investment_healthcare,investment_vaccines,contact_tracing,stringency_index,restriction_gatherings,stay_home_requirements,income_support,debt_relief,international_support,testing_policy,containment_index,facial_coverings,vaccination_policy,vaccine_eligibility
Afghanistan,442,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,30.56,0.0,0.0,0.0,0.0,0.0,3.0,33.21,2.0,2.0,
Afghanistan,443,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,30.56,0.0,0.0,0.0,0.0,0.0,3.0,33.21,2.0,2.0,
Afghanistan,444,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,30.56,0.0,0.0,0.0,0.0,0.0,3.0,33.21,2.0,2.0,
Afghanistan,445,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,30.56,0.0,0.0,0.0,0.0,0.0,3.0,33.21,2.0,2.0,
Afghanistan,446,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,30.56,0.0,0.0,0.0,0.0,0.0,3.0,33.21,2.0,2.0,
Afghanistan,447,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,448,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,449,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,450,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,451,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,452,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,453,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,454,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,455,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,456,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,457,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,458,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,459,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,460,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,461,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,462,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,113000000.0,0.0,26.85,0.0,0.0,0.0,0.0,113000000.0,3.0,30.83,2.0,2.0,
Afghanistan,463,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,464,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,465,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,466,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,467,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,468,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,469,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,470,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,471,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,472,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,473,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,474,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,475,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,476,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,477,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,478,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,479,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,480,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,481,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,482,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,483,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,484,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,485,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,486,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,487,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,488,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,30.83,2.0,2.0,
Afghanistan,489,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,36.19,3.0,2.0,
Afghanistan,490,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,36.19,3.0,2.0,
Afghanistan,491,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,36.19,3.0,2.0,
Afghanistan,492,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,36.19,3.0,2.0,
Afghanistan,493,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,36.19,3.0,2.0,
Afghanistan,494,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,36.19,3.0,2.0,
Afghanistan,495,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,36.19,3.0,2.0,
Afghanistan,496,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,36.19,3.0,2.0,
Afghanistan,497,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,36.19,3.0,2.0,
Afghanistan,498,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,36.19,3.0,2.0,
Afghanistan,499,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,36.19,3.0,2.0,
Afghanistan,500,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,36.19,3.0,2.0,
Afghanistan,501,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,36.19,3.0,2.0,
Afghanistan,502,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,36.19,3.0,2.0,
Afghanistan,503,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,36.19,3.0,2.0,
Afghanistan,504,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,36.19,3.0,2.0,
Afghanistan,505,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,36.19,3.0,2.0,
Afghanistan,506,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,36.19,3.0,2.0,
Afghanistan,507,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,26.85,0.0,0.0,0.0,0.0,0.0,3.0,36.19,3.0,2.0,
Afghanistan,508,0.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,54.63,0.0,3.0,0.0,0.0,0.0,3.0,54.05,3.0,2.0,
Afghanistan,509,0.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,54.63,0.0,3.0,0.0,0.0,0.0,3.0,54.05,3.0,2.0,
Afghanistan,510,0.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,54.63,0.0,3.0,0.0,0.0,0.0,3.0,54.05,3.0,2.0,
Afghanistan,511,0.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,54.63,0.0,3.0,0.0,0.0,0.0,3.0,54.05,3.0,2.0,
Afghanistan,512,0.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,54.63,0.0,3.0,0.0,0.0,0.0,3.0,54.05,3.0,2.0,
Afghanistan,513,0.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,54.63,0.0,3.0,0.0,0.0,0.0,3.0,54.05,3.0,2.0,
Afghanistan,514,3.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,37.96,0.0,0.0,0.0,0.0,0.0,3.0,43.33,3.0,2.0,
Afghanistan,515,3.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,37.96,0.0,0.0,0.0,0.0,0.0,3.0,43.33,3.0,2.0,
Afghanistan,516,3.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,41.67,0.0,0.0,0.0,0.0,0.0,1.0,40.95,3.0,2.0,
Afghanistan,517,3.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,41.67,0.0,0.0,0.0,0.0,0.0,1.0,40.95,3.0,2.0,
Afghanistan,518,3.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,41.67,0.0,0.0,0.0,0.0,0.0,1.0,40.95,3.0,2.0,
Afghanistan,519,3.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,41.67,0.0,0.0,0.0,0.0,0.0,1.0,40.95,3.0,2.0,
Afghanistan,520,3.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,41.67,0.0,0.0,0.0,0.0,0.0,1.0,40.95,3.0,2.0,
Afghanistan,521,3.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,41.67,0.0,0.0,0.0,0.0,0.0,1.0,40.95,3.0,2.0,
Afghanistan,522,3.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,41.67,0.0,0.0,0.0,0.0,0.0,1.0,40.95,3.0,2.0,
Afghanistan,523,3.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,41.67,0.0,0.0,0.0,0.0,0.0,1.0,40.95,3.0,2.0,
Afghanistan,524,3.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,41.67,0.0,0.0,0.0,0.0,0.0,1.0,40.95,3.0,2.0,
Afghanistan,525,3.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,41.67,0.0,0.0,0.0,0.0,0.0,1.0,40.95,3.0,2.0,
Afghanistan,526,3.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,41.67,0.0,0.0,0.0,0.0,0.0,1.0,40.95,3.0,2.0,
Afghanistan,527,3.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,41.67,0.0,0.0,0.0,0.0,0.0,1.0,40.95,3.0,2.0,
Afghanistan,528,3.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,43.52,0.0,0.0,0.0,0.0,0.0,1.0,42.14,3.0,2.0,
Afghanistan,529,3.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,43.52,0.0,0.0,0.0,0.0,0.0,1.0,42.14,3.0,2.0,
Afghanistan,530,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,46.3,0.0,0.0,0.0,0.0,0.0,1.0,38.93,3.0,1.0,
Afghanistan,531,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,46.3,0.0,0.0,0.0,0.0,0.0,1.0,38.93,3.0,1.0,
Afghanistan,532,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,46.3,0.0,0.0,0.0,0.0,0.0,1.0,38.93,3.0,1.0,
Afghanistan,533,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,46.3,0.0,0.0,0.0,0.0,0.0,1.0,38.93,3.0,1.0,
Afghanistan,534,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,46.3,0.0,0.0,0.0,0.0,0.0,1.0,38.93,3.0,1.0,
Afghanistan,535,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,46.3,0.0,0.0,0.0,0.0,0.0,1.0,38.93,3.0,1.0,
Afghanistan,536,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,46.3,0.0,0.0,0.0,0.0,0.0,1.0,38.93,3.0,1.0,
Afghanistan,537,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,46.3,0.0,0.0,0.0,0.0,0.0,1.0,38.93,3.0,1.0,
Afghanistan,538,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,46.3,0.0,0.0,0.0,0.0,0.0,1.0,38.93,3.0,1.0,
Afghanistan,539,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,46.3,0.0,0.0,0.0,0.0,0.0,1.0,38.93,3.0,1.0,
Afghanistan,540,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,46.3,0.0,0.0,0.0,0.0,0.0,1.0,38.93,3.0,1.0,
Afghanistan,541,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,46.3,0.0,0.0,0.0,0.0,0.0,1.0,38.93,3.0,1.0,
Afghanistan,542,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,46.3,0.0,0.0,0.0,0.0,0.0,1.0,38.93,3.0,1.0,
Afghanistan,543,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,46.3,0.0,0.0,0.0,0.0,0.0,1.0,38.93,3.0,1.0,
Afghanistan,544,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,46.3,0.0,0.0,0.0,0.0,0.0,1.0,38.93,3.0,1.0,
Afghanistan,545,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,46.3,0.0,0.0,0.0,0.0,0.0,1.0,38.93,3.0,1.0,
Afghanistan,546,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,46.3,0.0,0.0,0.0,0.0,0.0,1.0,38.93,3.0,1.0,
Afghanistan,547,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,46.3,0.0,0.0,0.0,0.0,0.0,1.0,38.93,3.0,1.0,
Afghanistan,548,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,46.3,0.0,0.0,0.0,0.0,0.0,1.0,38.93,3.0,1.0,
Afghanistan,549,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,46.3,0.0,0.0,0.0,0.0,0.0,1.0,38.93,3.0,1.0,
Afghanistan,550,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,46.3,0.0,0.0,0.0,0.0,0.0,1.0,38.93,3.0,1.0,
Afghanistan,551,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,46.3,0.0,0.0,0.0,0.0,0.0,1.0,38.93,3.0,1.0,
Afghanistan,552,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,56.02,4.0,0.0,0.0,0.0,0.0,1.0,45.18,3.0,1.0,
Afghanistan,553,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,56.02,4.0,0.0,0.0,0.0,0.0,1.0,45.18,3.0,1.0,
Afghanistan,554,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,56.02,4.0,0.0,0.0,0.0,0.0,1.0,45.18,3.0,1.0,
Afghanistan,555,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,56.02,4.0,0.0,0.0,0.0,0.0,1.0,48.04,3.0,3.0,
Afghanistan,556,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,56.02,4.0,0.0,0.0,0.0,0.0,1.0,48.04,3.0,3.0,
Afghanistan,557,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,56.02,4.0,0.0,0.0,0.0,0.0,1.0,48.04,3.0,3.0,
Afghanistan,558,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,56.02,4.0,0.0,0.0,0.0,0.0,1.0,48.04,3.0,3.0,
Afghanistan,559,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,56.02,4.0,0.0,0.0,0.0,0.0,1.0,48.04,3.0,3.0,
Afghanistan,560,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,56.02,4.0,0.0,0.0,0.0,0.0,1.0,48.04,3.0,3.0,
Afghanistan,561,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,56.02,4.0,0.0,0.0,0.0,0.0,1.0,48.04,3.0,3.0,
Afghanistan,562,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,56.02,4.0,0.0,0.0,0.0,0.0,1.0,48.04,3.0,3.0,
Afghanistan,563,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,56.02,4.0,0.0,0.0,0.0,0.0,1.0,48.04,3.0,3.0,
Afghanistan,564,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,56.02,4.0,0.0,0.0,0.0,0.0,1.0,48.04,3.0,3.0,
Afghanistan,565,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,56.02,4.0,0.0,0.0,0.0,0.0,1.0,48.04,3.0,3.0,
Afghanistan,566,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,56.02,4.0,0.0,0.0,0.0,0.0,1.0,48.04,3.0,3.0,
Afghanistan,567,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,56.02,4.0,0.0,0.0,0.0,0.0,1.0,48.04,3.0,3.0,
Afghanistan,568,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,56.02,4.0,0.0,0.0,0.0,0.0,1.0,48.04,3.0,3.0,
Afghanistan,569,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,56.02,4.0,0.0,0.0,0.0,0.0,1.0,48.04,3.0,3.0,
Afghanistan,570,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,56.02,4.0,0.0,0.0,0.0,0.0,1.0,48.04,3.0,3.0,
Afghanistan,571,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,56.02,4.0,0.0,0.0,0.0,0.0,1.0,48.04,3.0,3.0,
Afghanistan,572,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,52.31,4.0,2.0,0.0,0.0,0.0,3.0,49.7,3.0,0.0,
Afghanistan,573,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,52.31,4.0,2.0,0.0,0.0,0.0,3.0,49.7,3.0,0.0,
Afghanistan,574,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,52.31,4.0,2.0,0.0,0.0,0.0,3.0,49.7,3.0,0.0,
Afghanistan,575,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,52.31,4.0,2.0,0.0,0.0,0.0,3.0,49.7,3.0,0.0,
Afghanistan,576,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,52.31,4.0,2.0,0.0,0.0,0.0,3.0,49.7,3.0,0.0,
Afghanistan,577,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,52.31,4.0,2.0,0.0,0.0,0.0,3.0,49.7,3.0,0.0,
Afghanistan,578,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,52.31,4.0,2.0,0.0,0.0,0.0,3.0,49.7,3.0,0.0,
Afghanistan,579,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,52.31,4.0,2.0,0.0,0.0,0.0,3.0,49.7,3.0,0.0,
Afghanistan,580,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,52.31,4.0,2.0,0.0,0.0,0.0,3.0,49.7,3.0,0.0,
Afghanistan,581,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,52.31,4.0,2.0,0.0,0.0,0.0,3.0,49.7,3.0,0.0,
Afghanistan,582,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,52.31,4.0,2.0,0.0,0.0,0.0,3.0,49.7,3.0,0.0,
Afghanistan,583,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,52.31,4.0,2.0,0.0,0.0,0.0,3.0,49.7,3.0,0.0,
Afghanistan,584,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,52.31,4.0,2.0,0.0,0.0,0.0,3.0,49.7,3.0,0.0,
Afghanistan,585,2.0,2.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,52.31,4.0,0.0,0.0,0.0,0.0,1.0,42.8,3.0,1.0,
Afghanistan,586,2.0,2.0,2.0,0.0,0.0,1.0,4.0,,,0.0,0.0,52.31,4.0,0.0,0.0,0.0,,1.0,42.8,3.0,1.0,
Afghanistan,587,2.0,2.0,2.0,0.0,0.0,1.0,4.0,,,0.0,0.0,52.31,4.0,0.0,0.0,0.0,,1.0,42.8,3.0,1.0,
Afghanistan,588,2.0,2.0,2.0,0.0,0.0,1.0,4.0,,,0.0,0.0,52.31,4.0,0.0,0.0,0.0,,1.0,42.8,3.0,1.0,
